google_maps_profile_id,review_id,review,rating,source_url
479001,3421130,"Ich finde das Personal ausserordentlich freundlich! :)
Das Essen schmeckt fantastisch und das Ambiente im Lokal lädt zum Verweilen ein.
Gerne wieder! :D",5,"https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNuaHRpVmdnRRAB!2m1!1s0x0:0x4ba59df531018543!3m1!1s2@1:CIHM0ogKEICAgICnhtiVggE%7CCgwI8c7PtwYQ4L_aiQI%7C?hl=en,https://www.google.com/local/review/rap/report?postId=ChdDSUhNMG9nS0VJQ0FnSUNuaHRpVmdnRRAB&t=1&entityid=ChdDSUhNMG9nS0VJQ0FnSUNuaHRpVmdnRRItChZDSUhNMG9nS0VJQ0FnSUNuaHRpVlFnEhNDZ3dJOGM3UHR3WVE0TF9haVFJGi4KF0NJSE0wb2dLRUlDQWdJQ25odGlWd2dFEhNDZ3dJOGM3UHR3WVE0TF9haVFJIhIJAAAAAAAAAAARQ4UBMfWdpUsqE0Nnd0k4YzdQdHdZUTRMX2FpUUk&wv=1&d=286732320,0ahUKEwiC2KKA0pGNAxWvW0cBHfynCZEQoykIPigH,1,1,0ahUKEwiC2KKA0pGNAxWvW0cBHfynCZEQ0pMFCDMoBw"
281321,1347,"Wir haben am letzten Freitag im 3692 das Jagtmenu genossen. Es war hervorragend, originell und eine Gaumenfreude . Unsere Freunde haben gesagt dass es das Beste war das sie je gegessen haben. Das Personal ist einfach top , die Besitzer haben uns königlich bewirtet , alle sind äusserst sympathisch und geerdet. Preis / Leistung ist spitze und das Ambiente muss man einfach einmal erleben.
Vielen Dank und bis zum nächsten Mal",5,"https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURGaXQ3WGFBEAE!2m1!1s0x0:0x18ff1a88af4964de!3m1!1s2@1:CIHM0ogKEICAgIDFit7XaA%7CCgwI7I6dqgYQ6JyBpAE%7C?hl=en,https://www.google.com/local/review/rap/report?postId=ChZDSUhNMG9nS0VJQ0FnSURGaXQ3WGFBEAE&t=1&entityid=ChZDSUhNMG9nS0VJQ0FnSURGaXQ3WGFBEi4KF0NJSE0wb2dLRUlDQWdJREZpdDdYNkFFEhNDZ3dJN0k2ZHFnWVE2SnlCcEFFGi0KFkNJSE0wb2dLRUlDQWdJREZpdDdYR0ESE0Nnd0k3STZkcWdZUTZKeUJwQUUiEgkAAAAAAAAAABHeZEmviBr_GCoTQ2d3STdJNmRxZ1lRNkp5QnBBRQ&wv=1&d=286732320,0ahUKEwj49IGP8Y6NAxUQ6b4IHbH6FLIQoykINygH,1,0,0ahUKEwj49IGP8Y6NAxUQ6b4IHbH6FLIQ0pMFCCwoBg"
281321,1472,그린델발트에 차를 가지고 왔다면 반드시 들러야할 곳.,5,"https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUR1aE9qRnBnRRAB!2m1!1s0x0:0x18ff1a88af4964de!3m1!1s2@1:CIHM0ogKEICAgIDuhOjFpgE%7CCgwIlqjelwYQ6L7OzAE%7C?hl=en,https://www.google.com/local/review/rap/report?postId=ChdDSUhNMG9nS0VJQ0FnSUR1aE9qRnBnRRAB&t=1&entityid=ChdDSUhNMG9nS0VJQ0FnSUR1aE9qRnBnRRItChZDSUhNMG9nS0VJQ0FnSUR1aE9qRlpnEhNDZ3dJbHFqZWx3WVE2TDdPekFFGi4KF0NJSE0wb2dLRUlDQWdJRHVoT2pGNWdFEhNDZ3dJbHFqZWx3WVE2TDdPekFFIhIJAAAAAAAAAAAR3mRJr4ga_xgqE0Nnd0lscWplbHdZUTZMN096QUU&wv=1&d=286732320,0ahUKEwiZqICU8Y6NAxU9gIoHHXuHETsQoykIESgE,1,0,0ahUKEwiZqICU8Y6NAxU9gIoHHXuHETsQ0pMFCAkoAQ"
281321,1627,Einmaliges Kaffee in Grindelwald. Sehr aufgestelltes Team.,4,"https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUMwdmJLWWxRRRAB!2m1!1s0x0:0x18ff1a88af4964de!3m1!1s2@1:CIHM0ogKEICAgIC0vbKYlQE%7CCgwInNLt7AUQqKO9rwI%7C?hl=en,https://www.google.com/local/review/rap/report?postId=ChdDSUhNMG9nS0VJQ0FnSUMwdmJLWWxRRRAB&t=1&entityid=ChdDSUhNMG9nS0VJQ0FnSUMwdmJLWWxRRRItChZDSUhNMG9nS0VJQ0FnSUMwdmJMT1R3EhNDZ3dJbk5MdDdBVVFxS085cndJGi4KF0NJSE0wb2dLRUlDQWdJQzB2YkxPendFEhNDZ3dJbk5MdDdBVVFxS085cndJIhIJAAAAAAAAAAAR3mRJr4ga_xgqE0Nnd0luTkx0N0FVUXFLTzlyd0k&wv=1&d=286732320,0ahUKEwixj8eY8Y6NAxU7JgQEHcaoIBQQoykIFigB,1,0,0ahUKEwixj8eY8Y6NAxU7JgQEHcaoIBQQ0pMFCBQoBg"
429409,1547806,Wir haben heute zum 1. Mal bestellt. Die Pizzen waren sehr lecker! Hier bestellen wir sehr gerne wieder.,5,"https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNicXFXTXZBRRAB!2m1!1s0x0:0xbf21f6d9f7cd71b2!3m1!1s2@1:CIHM0ogKEICAgICbqqWMvAE%7CCgwIiuCKtQYQiLbn1gE%7C?hl=en,https://www.google.com/local/review/rap/report?postId=ChdDSUhNMG9nS0VJQ0FnSUNicXFXTXZBRRAB&t=1&entityid=ChdDSUhNMG9nS0VJQ0FnSUNicXFXTXZBRRItChZDSUhNMG9nS0VJQ0FnSUNicXFXTWZBEhNDZ3dJaXVDS3RRWVFpTGJuMWdFGi4KF0NJSE0wb2dLRUlDQWdJQ2JxcVdNX0FFEhNDZ3dJaXVDS3RRWVFpTGJuMWdFIhIJAAAAAAAAAAARsnHN99n2Ib8qE0Nnd0lpdUNLdFFZUWlMYm4xZ0U&wv=1&d=286732320,0ahUKEwjry7Wc65CNAxU5-SkDHaXOMwAQoykIKSgH,1,0,0ahUKEwjry7Wc65CNAxU5-SkDHaXOMwAQ0pMFCB4oAw"
429409,1547987,Das Essen ist sehr gut. Leider sind die Öffnungszeiten sehr unübersichtlich und nicht verlässlich,4,"https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChRDSUhNMG9nS0VJQ0FnSURJcG9aTBAB!2m1!1s0x0:0xbf21f6d9f7cd71b2!3m1!1s2@1:CIHM0ogKEICAgIDIpoZL%7CCgwI57G14QUQ3vnPqAE%7C?hl=en,https://www.google.com/local/review/rap/report?postId=ChRDSUhNMG9nS0VJQ0FnSURJcG9aTBAB&t=1&entityid=ChRDSUhNMG9nS0VJQ0FnSURJcG9aTBItChZDSUhNMG9nS0VJQ0FnSURJcHNhYVV3EhNDZ3dJNTdHMTRRVVEzdm5QcUFFGi4KF0NJSE0wb2dLRUlDQWdJRElwb2JMZ0FFEhNDZ3dJNTdHMTRRVVF3TnpNaWdFIhIJAAAAAAAAAAARsnHN99n2Ib8qE0Nnd0k1N0cxNFFVUTN2blBxQUU&wv=1&d=286732320,0ahUKEwiKsaei65CNAxWTwwIHHR1fPGYQoykIECgB,1,0,0ahUKEwiKsaei65CNAxWTwwIHHR1fPGYQ0pMFCA4oBA"
33492,2014906,super Bedienung trotz Regen Bravo,5,"https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUN1dU0ta0l3EAE!2m1!1s0x0:0x20586829a2e7746f!3m1!1s2@1:CIHM0ogKEICAgICuuM-kIw%7CCgwIlojhlgYQkO3h8gE%7C?hl=en,https://www.google.com/local/review/rap/report?postId=ChZDSUhNMG9nS0VJQ0FnSUN1dU0ta0l3EAE&t=1&entityid=ChZDSUhNMG9nS0VJQ0FnSUN1dU0ta0l3Ei4KF0NJSE0wb2dLRUlDQWdJQ3V1TS1rb3dFEhNDZ3dJbG9qaGxnWVFrTzNoOGdFGi0KFkNJSE0wb2dLRUlDQWdJQ3V1TS1rWXcSE0Nnd0lsb2pobGdZUWtPM2g4Z0UiEgkAAAAAAAAAABFvdOeiKWhYICoTQ2d3SWxvamhsZ1lRa08zaDhnRQ&wv=1&d=286732320,0ahUKEwiDv--_kZGNAxVNxSkDHX7HEV4QoykIDygC,1,0,0ahUKEwiDv--_kZGNAxVNxSkDHX7HEV4Q0pMFCAsoAw"
33492,2015088,"We come here very often, its great stop during a wonderful hike in Klosters because the atmosphere and food are great. Its about 7km (hike along the river is easier as it has little elevations) you can make it easier and take bus till Mobiel and walk from there, it will be just about 2 km till the restaurant ( there are 2 main ways from Monbiel, the way that turns to the right and goes closer to the river is easier, good also for strollers)
The restaurant has wonderful views and welcoming workers. The food is also very good. Lentil soup is nicely spicy (not too much) Älplermagronen with apple jam is also good. Hirschenwurst(dear sausage) is always great.
Good thing for those who are done hiking is possibility to call for a taxi of horse carriage. The last is especially good in winter as it turns into horse sledges.
Another important part for us is big playground for kids, so you can enjoy food and drinks while kids are busy on the trampoline.",5,"https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURVZ1B5WXBRRRAB!2m1!1s0x0:0x20586829a2e7746f!3m1!1s2@1:CIHM0ogKEICAgIDUgPyYpQE%7CCgwI5MC76gUQgOaKmAE%7C?hl=en,https://www.google.com/local/review/rap/report?postId=ChdDSUhNMG9nS0VJQ0FnSURVZ1B5WXBRRRAB&t=1&entityid=ChdDSUhNMG9nS0VJQ0FnSURVZ1B5WXBRRRIuChdDSUhNMG9nS0VJQ0FnSURVZ01yYzVRRRITQ2d3STVNQzc2Z1VRZ09hS21BRRotChZDSUhNMG9nS0VJQ0FnSURVZ01yY0ZREhNDZ3dJNU1DNzZnVVFnT2FLbUFFIhIJAAAAAAAAAAARb3TnoiloWCAqE0Nnd0k1TUM3NmdVUWdPYUttQUU&wv=1&d=286732320,0ahUKEwjfzdjOkZGNAxX5FVcBHZKkHx4QoykIGygD,1,0,0ahUKEwjfzdjOkZGNAxX5FVcBHZKkHx4Q0pMFCBUoBQ"
276056,2568506,Sehr gutes Essen für Feste und Familienfeiern.,4,"https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNBMWZTaUV3EAE!2m1!1s0x0:0xed9d6e30615463c!3m1!1s2@1:CIHM0ogKEICAgICA1fSiEw%7CCgwIleyf1QUQgP_jvQE%7C?hl=en,https://www.google.com/local/review/rap/report?postId=ChZDSUhNMG9nS0VJQ0FnSUNBMWZTaUV3EAE&t=1&entityid=ChZDSUhNMG9nS0VJQ0FnSUNBMWZTaUV3Ei4KF0NJSE0wb2dLRUlDQWdJQ0ExZlNpa3dFEhNDZ3dJbGV5ZjFRVVFnUF9qdlFFGi0KFkNJSE0wb2dLRUlDQWdJQ0ExZlNpVXcSE0Nnd0lsZXlmMVFVUWdQX2p2UUUiEgkAAAAAAAAAABE8RhUG49bZDioTQ2d3SWxleWYxUVVRZ1BfanZRRQ&wv=1&d=286732320,0ahUKEwji4PKsq5GNAxUNgYoHHeR8MGsQoykIECgB,1,0,0ahUKEwji4PKsq5GNAxUNgYoHHeR8MGsQ0pMFCA4oBA"
346474,990534,"Sehr gutes Restaurant der gehobenen Klasse. Top Service, sehr freundlich. Fisch und Fleisch exzellent. Die Preise sind jedoch schon ziemlich hoch.",4,"https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNzN3AtQkt3EAE!2m1!1s0x0:0xed80069581b139eb!3m1!1s2@1:CIHM0ogKEICAgICs7p-BKw%7CCgwIlvfb8QUQ-KCuswM%7C?hl=en,https://www.google.com/local/review/rap/report?postId=ChZDSUhNMG9nS0VJQ0FnSUNzN3AtQkt3EAE&t=1&entityid=ChZDSUhNMG9nS0VJQ0FnSUNzN3AtQkt3Ei4KF0NJSE0wb2dLRUlDQWdJQ3M3cC1CcXdFEhNDZ3dJbHZmYjhRVVEtS0N1c3dNGi0KFkNJSE0wb2dLRUlDQWdJQ3M3cC1CYXcSE0Nnd0lsdmZiOFFVUS1LQ3Vzd00iEgkAAAAAAAAAABHrObGBlQaA7SoTQ2d3SWx2ZmI4UVVRLUtDdXN3TQ&wv=1&d=286732320,0ahUKEwj63Nzfl4-NAxUElIoHHYr_C_kQoykICigB,1,2,0ahUKEwj63Nzfl4-NAxUElIoHHYr_C_kQ0pMFCAgoAg"
378307,5581872,"Ich war das erste mal da, die Bedienung war freundlich und der Dürüm sehr lecker und gross. Preis Leistung stimmt.",5,"https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNYbVlpQ3RnRRAB!2m1!1s0x0:0xb519e6e35e86901!3m1!1s2@1:CIHM0ogKEICAgICXmYiCtgE%7CCgwI4JLIuAYQ4Mq6zQE%7C?hl=en,https://www.google.com/local/review/rap/report?postId=ChdDSUhNMG9nS0VJQ0FnSUNYbVlpQ3RnRRAB&t=1&entityid=ChdDSUhNMG9nS0VJQ0FnSUNYbVlpQ3RnRRItChZDSUhNMG9nS0VJQ0FnSUNYbVlpQ2RnEhNDZ3dJNEpMSXVBWVE0TXE2elFFGi4KF0NJSE0wb2dLRUlDQWdJQ1htWWlDOWdFEhNDZ3dJNEpMSXVBWVE0TXE2elFFIhIJAAAAAAAAAAARAWnoNW6eUQsqE0Nnd0k0SkxJdUFZUTRNcTZ6UUU&wv=1&d=286732320,0ahUKEwivjKnUuLeNAxW_FFcBHaboOGwQoykIHSgE,1,0,0ahUKEwivjKnUuLeNAxW_FFcBHaboOGwQ0pMFCBUoAg"
484175,3421710,très bon restaurant,5,"https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNscVBfQmJBEAE!2m1!1s0x0:0x27c5b87fb6724577!3m1!1s2@1:CIHM0ogKEICAgIClqP_BbA%7CCgwI9erIqgYQoP3LmQM%7C?hl=en,https://www.google.com/local/review/rap/report?postId=ChZDSUhNMG9nS0VJQ0FnSUNscVBfQmJBEAE&t=1&entityid=ChZDSUhNMG9nS0VJQ0FnSUNscVBfQmJBEi4KF0NJSE0wb2dLRUlDQWdJQ2xxUF9CN0FFEhNDZ3dJOWVySXFnWVFvUDNMbVFNGi0KFkNJSE0wb2dLRUlDQWdJQ2xxUF9CSEESE0Nnd0k5ZXJJcWdZUW9QM0xtUU0iEgkAAAAAAAAAABF3RXK2f7jFJyoTQ2d3STllcklxZ1lRb1AzTG1RTQ&wv=1&d=286732320,0ahUKEwimoIX_0ZGNAxVMwikDHQGjPLoQoykIRCgF,1,0,0ahUKEwimoIX_0ZGNAxVMwikDHQGjPLoQ0pMFCD0oBw"
5937,3879334,Super Winterurlaub,5,"https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNhOGMyWExnEAE!2m1!1s0x0:0xa2b431110189f882!3m1!1s2@1:CIHM0ogKEICAgICa8c2XLg%7CCgwIxo-hiAYQgKXVnAM%7C?hl=en,https://www.google.com/local/review/rap/report?postId=ChZDSUhNMG9nS0VJQ0FnSUNhOGMyWExnEAE&t=1&entityid=ChZDSUhNMG9nS0VJQ0FnSUNhOGMyWExnEi4KF0NJSE0wb2dLRUlDQWdJQ2E4YzJYcmdFEhNDZ3dJeG8taGlBWVFnS1hWbkFNGi0KFkNJSE0wb2dLRUlDQWdJQ2E4YzJYYmcSE0Nnd0l4by1oaUFZUWdLWFZuQU0iEgkAAAAAAAAAABGC-IkBETG0oioTQ2d3SXhvLWhpQVlRZ0tYVm5BTQ&wv=1&d=286732320,0ahUKEwiT-LLIr7SNAxX9eUwIHXWfEqkQoykICigB,1,0,0ahUKEwiT-LLIr7SNAxX9eUwIHXWfEqkQ0pMFCAgoAg"
5937,3879555,"Gute Stimmung, gute Drinks, direkt nach der Talabfahrt zu erreichen",4,"https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURBN1p1eU9BEAE!2m1!1s0x0:0xa2b431110189f882!3m1!1s2@1:CIHM0ogKEICAgIDA7ZuyOA%7CCgwI1sPh1AUQgOK0vAM%7C?hl=en,https://www.google.com/local/review/rap/report?postId=ChZDSUhNMG9nS0VJQ0FnSURBN1p1eU9BEAE&t=1&entityid=ChZDSUhNMG9nS0VJQ0FnSURBN1p1eU9BEi4KF0NJSE0wb2dLRUlDQWdJREE3WnV5dUFFEhNDZ3dJMXNQaDFBVVFnT0swdkFNGi0KFkNJSE0wb2dLRUlDQWdJREE3WnV5ZUESE0Nnd0kxc1BoMUFVUWdPSzB2QU0iEgkAAAAAAAAAABGC-IkBETG0oioTQ2d3STFzUGgxQVVRZ09LMHZBTQ&wv=1&d=286732320,0ahUKEwjApv7Or7SNAxW-IgQEHcGLFR4QoykIDSgB,1,0,0ahUKEwjApv7Or7SNAxW-IgQEHcGLFR4Q0pMFCAsoAw"
619630,6375134,Wow,5,"https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNwM2FMM2pnRRAB!2m1!1s0x0:0xd74ce414e86745c8!3m1!1s2@1:CIHM0ogKEICAgICp3aL3jgE%7CCgwI2K_KpgYQ6J3K0QE%7C?hl=en,https://www.google.com/local/review/rap/report?postId=ChdDSUhNMG9nS0VJQ0FnSUNwM2FMM2pnRRAB&t=1&entityid=ChdDSUhNMG9nS0VJQ0FnSUNwM2FMM2pnRRItChZDSUhNMG9nS0VJQ0FnSUNwM2FMM1RnEhNDZ3dJMktfS3BnWVE2SjNLMFFFGi4KF0NJSE0wb2dLRUlDQWdJQ3AzYUwzemdFEhNDZ3dJMktfS3BnWVE2SjNLMFFFIhIJAAAAAAAAAAARyEVn6BTkTNcqE0Nnd0kyS19LcGdZUTZKM0swUUU&wv=1&d=286732320,0ahUKEwjKtof4yLeNAxVQTnIKHd1nC1sQoykIOigI,1,0,0ahUKEwjKtof4yLeNAxVQTnIKHd1nC1sQ0pMFCCooBQ"
238401,484978,"Certes la déco est assez basique mais la nourriture est très bonne, le service aimable et rapide, et une jolie vue sur le Léman depuis la terrasse.
C'est aussi un point depot Breadstore pour du bon pain ou viennoiseries a emporter.",5,"https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnTURReU1fQ3d3RRAB!2m1!1s0x0:0x3a78d5b393dfd84a!3m1!1s2@1:CIHM0ogKEICAgMDQyM_CwwE%7CCgwIg-SxvgYQkL308QE%7C?hl=en,https://www.google.com/local/review/rap/report?postId=ChdDSUhNMG9nS0VJQ0FnTURReU1fQ3d3RRAB&t=1&entityid=ChdDSUhNMG9nS0VJQ0FnTURReU1fQ3d3RRItChZDSUhNMG9nS0VJQ0FnTURReU1fQ0l3EhNDZ3dJZy1TeHZnWVFrTDMwOFFFGi4KF0NJSE0wb2dLRUlDQWdNRFF5TV9Db3dFEhNDZ3dJZy1TeHZnWVFrTDMwOFFFIhIJAAAAAAAAAAARStjfk7PVeDoqE0Nnd0lnLVN4dmdZUWtMMzA4UUU&wv=1&d=286732320,0ahUKEwis6-zfhY-NAxW2wikDHdxTHiQQoykIQCgJ,1,0,0ahUKEwis6-zfhY-NAxW2wikDHdxTHiQQ0pMFCDEoBg"
238401,485123,"Très chouette restaurant avec des plats recherchés et un service extrêmement souriant. J'ai adoré le cadre, la présentation et les mélanges de goûts très aboutis. Ce sera un plaisir de revenir tout bientôt. Encore un grand merci à tout le personnel !",5,"https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChRDSUhNMG9nS0VJQ0FnSUNhcVAwRBAB!2m1!1s0x0:0x3a78d5b393dfd84a!3m1!1s2@1:CIHM0ogKEICAgICaqP0D%7CCgwIjPjmhwYQgMa6ywM%7C?hl=en,https://www.google.com/local/review/rap/report?postId=ChRDSUhNMG9nS0VJQ0FnSUNhcVAwRBAB&t=1&entityid=ChRDSUhNMG9nS0VJQ0FnSUNhcVAwRBIuChdDSUhNMG9nS0VJQ0FnSUNhcVAyRGdBRRITQ2d3SWpQam1od1lRZ01hNnl3TRotChZDSUhNMG9nS0VJQ0FnSUNhcVAyRFFBEhNDZ3dJalBqbWh3WVFnTWE2eXdNIhIJAAAAAAAAAAARStjfk7PVeDoqE0Nnd0lqUGptaHdZUWdNYTZ5d00&wv=1&d=286732320,0ahUKEwjwmOHmhY-NAxXHYV4EHcWaFAwQoykIBygB,1,0,0ahUKEwjwmOHmhY-NAxXHYV4EHcWaFAwQ0pMFCAUoAQ"
495380,3024022,"Nettes Personal!
Versteht manchmal meine Bestellungen nicht, weiss aber nicht genau wieso, sonst ist alles gut.",4,"https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURoM095R2lRRRAB!2m1!1s0x0:0x838d486ae11c0d7d!3m1!1s2@1:CIHM0ogKEICAgIDh3OyGiQE%7CCgsIusmJoAYQuJH7Kw%7C?hl=en,https://www.google.com/local/review/rap/report?postId=ChdDSUhNMG9nS0VJQ0FnSURoM095R2lRRRAB&t=1&entityid=ChdDSUhNMG9nS0VJQ0FnSURoM095R2lRRRIsChZDSUhNMG9nS0VJQ0FnSURoM095R1NREhJDZ3NJdXNtSm9BWVF1Skg3S3caLQoXQ0lITTBvZ0tFSUNBZ0lEaDNPeUd5UUUSEkNnc0l1c21Kb0FZUXVKSDdLdyISCQAAAAAAAAAAEX0NHOFqSI2DKhJDZ3NJdXNtSm9BWVF1Skg3S3c&wv=1&d=286732320,0ahUKEwjYlMSWwJGNAxVmIVcBHbt9PIsQoykIGSgB,1,0,0ahUKEwjYlMSWwJGNAxVmIVcBHbt9PIsQ0pMFCBcoAg"
495380,3024196,Kleine Auswahl,3,"https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUQwbHNETGRnEAE!2m1!1s0x0:0x838d486ae11c0d7d!3m1!1s2@1:CIHM0ogKEICAgID0lsDLdg%7CCgsIxsf87QUQ6MPUBw%7C?hl=en,https://www.google.com/local/review/rap/report?postId=ChZDSUhNMG9nS0VJQ0FnSUQwbHNETGRnEAE&t=1&entityid=ChZDSUhNMG9nS0VJQ0FnSUQwbHNETGRnEiwKFkNJSE0wb2dLRUlDQWdJRDBsc0NuSmcSEkNnc0l4c2Y4N1FVUTZNUFVCdxouChdDSUhNMG9nS0VJQ0FnSUQwbHNETDlnRRITQ2d3SXRzZjg3UVVROE1HZ2lRSSISCQAAAAAAAAAAEX0NHOFqSI2DKhJDZ3NJeHNmODdRVVE2TVBVQnc&wv=1&d=286732320,0ahUKEwj5rOOhwJGNAxXdDFcBHS-nKUEQoykIFigB,1,0,0ahUKEwj5rOOhwJGNAxXdDFcBHS-nKUEQ0pMFCBQoBg"
480324,9186,"Immer wieder! Das Essen, das Vini-Team, die Weine. Voll im Stress und trotzdem geduldig Fragen beantworten oder eine Weinempfehlung abgeben
Immer wieder schön dort. 👍👍",5,"https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNwNElqMXJnRRAB!2m1!1s0x0:0x9740906b2de1d47d!3m1!1s2@1:CIHM0ogKEICAgICp4Ij1rgE%7CCgwI752FpgYQiLrXzQE%7C?hl=en,https://www.google.com/local/review/rap/report?postId=ChdDSUhNMG9nS0VJQ0FnSUNwNElqMXJnRRAB&t=1&entityid=ChdDSUhNMG9nS0VJQ0FnSUNwNElqMXJnRRItChZDSUhNMG9nS0VJQ0FnSUNwNElqMWJnEhNDZ3dJNzUyRnBnWVFpTHJYelFFGi4KF0NJSE0wb2dLRUlDQWdJQ3A0SWoxN2dFEhNDZ3dJNzUyRnBnWVFpTHJYelFFIhIJAAAAAAAAAAARfdThLWuQQJcqE0Nnd0k3NTJGcGdZUWlMclh6UUU&wv=1&d=286732320,0ahUKEwid3duu8o6NAxUV4L4IHc2-CP0QoykIEigI,1,0,0ahUKEwid3duu8o6NAxUV4L4IHc2-CP0Q0pMFCAIoAA"
